time_ns,track_id,velocity_x,velocity_y,position_x,position_y,dynprop,rcs,dist_long_rms,vrel_long_rms,dist_lat_rms,vrel_lat_rms,arel_lat_rms,arel_long_rms,orientation_rms,meas_state,prob_of_existobject_type,acceleration_x,acceleration_y,orientation_angel,length,width,false_alarm,ambig_state,invalid_state
1604546789911718912,56,0.000000,0.250000,40.400002,21.600000,1,29.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789912166912,57,0.250000,-0.250000,57.599998,-34.400002,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789912617984,58,0.000000,0.000000,119.800003,-2.400000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789913064960,59,0.000000,0.000000,38.400002,18.799999,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789913515008,60,0.000000,0.000000,79.199997,38.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789913968896,61,0.000000,0.000000,4.800000,-4.600000,1,-6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789914417920,62,0.000000,0.000000,47.599998,-54.400002,1,26.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789914859008,63,0.000000,0.000000,13.200000,-4.600000,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789915334912,64,0.000000,-0.250000,220.600006,1.200000,1,22.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789915780096,65,0.000000,-0.250000,151.399994,-2.000000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789916225024,66,0.000000,0.250000,134.000000,16.600000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789916685056,67,0.000000,0.000000,49.000000,-3.800000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789917131008,68,0.000000,0.000000,35.799999,22.400000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789917562880,69,0.000000,0.000000,76.000000,13.000000,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789918023936,70,0.000000,0.000000,71.800003,-3.200000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789918465024,71,0.000000,-0.250000,52.799999,-3.400000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789918917888,72,0.000000,0.000000,191.199997,0.200000,1,16.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789919357952,73,0.000000,0.000000,16.000000,12.400000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789919805952,74,0.000000,-0.250000,43.000000,22.200001,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789920250112,76,0.000000,0.750000,82.599998,-1.800000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789920713984,77,0.000000,0.000000,83.599998,13.800000,1,17.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789921143040,78,0.000000,-0.250000,108.800003,-1.800000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789921593088,82,0.000000,0.000000,58.599998,-3.200000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789922042880,84,0.000000,0.000000,27.600000,-12.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789922491904,86,0.000000,0.000000,21.200001,14.200000,1,7.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789922938880,88,0.000000,0.000000,37.400002,-12.800000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789955906048,0,0.000000,0.000000,140.800003,-1.200000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789956371968,1,0.000000,0.000000,46.599998,-4.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789956840960,2,0.000000,0.000000,123.800003,12.200000,6,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789957315072,3,0.000000,0.000000,187.199997,-1.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789957774080,4,0.000000,0.250000,138.800003,18.799999,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789958266880,5,0.000000,0.000000,217.399994,16.799999,1,29.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789958705920,6,3.000000,0.250000,205.399994,8.200000,0,23.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789959175936,7,0.000000,0.000000,78.400002,-2.800000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789959646976,8,0.000000,0.000000,20.799999,-6.200000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789960116992,9,0.000000,0.000000,27.200001,27.400000,1,6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789960583936,10,0.000000,0.000000,43.599998,-5.000000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789961050112,11,0.000000,0.000000,69.599998,22.000000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789961518080,12,0.000000,0.000000,67.000000,-2.800000,1,15.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789961981952,13,0.000000,-0.750000,157.000000,20.600000,1,5.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789962458880,14,0.000000,0.500000,37.599998,29.400000,1,15.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789962930944,15,0.000000,0.000000,120.599998,14.600000,1,14.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789963401984,16,0.000000,0.250000,161.199997,18.000000,1,5.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789963867904,17,0.000000,0.000000,6.400000,-4.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789964336896,18,0.000000,0.000000,59.799999,13.200000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789964805888,19,0.000000,0.250000,113.400002,15.000000,1,3.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789965272064,20,0.000000,0.000000,57.400002,13.400000,1,14.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789965739008,21,0.000000,0.000000,32.599998,-18.400000,1,2.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789966200064,22,0.000000,-0.250000,72.199997,14.200000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789966672896,23,0.000000,0.000000,16.799999,-4.600000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789967145984,24,0.000000,0.000000,64.000000,-3.400000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789967608064,25,0.000000,0.000000,87.800003,14.000000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789968077056,26,0.000000,0.000000,75.599998,23.200001,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789968544000,27,0.000000,1.250000,151.800003,17.200001,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789969014016,28,0.000000,0.000000,210.199997,16.600000,1,33.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789969480960,29,0.000000,0.000000,79.599998,13.600000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789969947904,30,0.000000,-0.250000,142.399994,14.400000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789970420992,31,0.000000,0.000000,64.199997,13.000000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789970895104,32,0.000000,0.250000,90.800003,-0.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789971362048,33,0.000000,0.000000,54.599998,13.200000,1,19.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789971828992,34,0.000000,0.000000,202.800003,16.799999,1,30.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789972291072,35,0.000000,0.000000,49.400002,12.600000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789972758016,36,0.000000,0.000000,52.799999,-58.000000,1,30.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789973222912,37,0.000000,0.000000,191.800003,16.600000,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789973698048,38,0.000000,0.000000,84.400002,-2.000000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789974166016,39,0.000000,0.000000,25.799999,-10.000000,1,-1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789974636032,40,0.000000,0.500000,169.800003,2.400000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789975107072,41,0.000000,0.000000,128.399994,17.600000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789975571968,42,0.000000,0.000000,39.000000,-9.200000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789976036096,43,0.000000,0.250000,52.799999,13.800000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789976506112,44,0.000000,0.000000,196.800003,0.600000,1,21.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789976977920,45,0.000000,0.000000,27.000000,21.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789977434112,46,0.000000,0.000000,105.199997,14.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789977900032,47,0.000000,0.000000,68.199997,13.400000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789978364928,48,0.000000,0.000000,86.400002,-2.400000,1,22.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789978836992,49,0.000000,0.000000,73.800003,10.400000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789979314944,50,0.000000,0.000000,236.800003,-12.600000,1,3.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789979768064,51,0.000000,0.000000,182.800003,16.600000,1,24.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789980235008,52,0.000000,0.000000,236.199997,-17.600000,1,3.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789980709120,53,0.000000,-0.250000,133.399994,-2.000000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789981178880,54,0.000000,0.000000,93.400002,14.000000,1,22.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789981648896,55,0.000000,0.000000,213.600006,-0.600000,1,18.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789982116096,56,0.000000,0.000000,40.400002,21.600000,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789982584064,57,0.000000,0.000000,90.599998,13.200000,1,5.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789983047936,58,0.000000,0.000000,119.800003,-2.400000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789983506944,59,0.000000,0.000000,38.400002,18.799999,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789983971072,60,0.000000,0.000000,79.199997,37.799999,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789984463872,61,0.000000,0.000000,4.800000,-4.600000,1,-6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789984939008,62,0.000000,0.500000,47.799999,-54.200001,1,26.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789985379072,63,0.000000,0.000000,13.200000,-4.600000,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789985840896,64,0.000000,-0.250000,220.600006,1.200000,1,21.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789986305024,65,0.000000,0.000000,151.399994,-2.000000,1,13.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789986760960,66,0.000000,0.250000,134.000000,16.799999,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789987225088,67,0.000000,0.000000,49.000000,-3.800000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789987691008,68,0.000000,0.000000,35.799999,22.400000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789988157952,69,0.000000,0.000000,76.000000,13.000000,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789988624896,70,0.000000,0.000000,71.800003,-3.200000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789989078016,71,0.000000,0.000000,52.799999,-3.200000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789989528064,72,0.000000,0.000000,191.199997,0.200000,1,16.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789989977088,73,0.000000,0.000000,16.000000,12.400000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789990425088,74,0.000000,-0.250000,43.000000,22.200001,1,14.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789990874880,75,0.000000,0.000000,93.000000,-1.000000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789991320064,76,0.000000,0.750000,82.599998,-1.800000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789991761920,77,0.000000,0.000000,83.599998,13.800000,1,17.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789992222976,78,0.000000,-0.250000,108.800003,-1.800000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789992676096,82,0.000000,0.000000,58.599998,-3.200000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789993125888,84,0.000000,0.000000,27.600000,-12.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789993564928,86,0.000000,0.000000,21.200001,14.200000,1,7.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789994013952,88,0.000000,0.000000,37.400002,-12.800000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
