gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-05-37-519,11723687.529751,3123571.637954,16.459832,2.802532,-2.879461,0.013150,0.013245,-0.003499,2.350835
2020-10-13-16-05-37-529,11723687.557904,3123571.609016,16.459847,2.802657,-2.880902,0.010870,0.013031,-0.003420,2.350865
2020-10-13-16-05-37-539,11723687.586087,3123571.580071,16.459833,2.805237,-2.881945,0.006625,0.013091,-0.003426,2.350911
2020-10-13-16-05-37-549,11723687.614274,3123571.551119,16.459815,2.805777,-2.881974,0.004762,0.013407,-0.003490,2.350951
2020-10-13-16-05-37-559,11723687.642436,3123571.522311,16.459851,2.803780,-2.878666,0.013888,0.013652,-0.003480,2.351016
2020-10-13-16-05-37-569,11723687.670598,3123571.493400,16.459950,2.803033,-2.877264,0.018711,0.013540,-0.003483,2.351065
2020-10-13-16-05-37-579,11723687.698776,3123571.464483,16.460074,2.804054,-2.877429,0.021566,0.013333,-0.003432,2.351106
2020-10-13-16-05-37-589,11723687.726933,3123571.435696,16.460112,2.804672,-2.877302,0.018096,0.013234,-0.003421,2.351156
2020-10-13-16-05-37-599,11723687.755094,3123571.406788,16.460214,2.802538,-2.876771,0.017067,0.013220,-0.003390,2.351213
2020-10-13-16-05-37-609,11723687.783251,3123571.377888,16.460306,2.801893,-2.875929,0.015781,0.013244,-0.003377,2.351269
2020-10-13-16-05-37-619,11723687.811417,3123571.348994,16.460382,2.802704,-2.875176,0.014130,0.013260,-0.003376,2.351304
2020-10-13-16-05-37-630,11723687.839587,3123571.320093,16.460483,2.804755,-2.876855,0.015897,0.013304,-0.003356,2.351346
2020-10-13-16-05-37-640,11723687.867761,3123571.291288,16.460569,2.804474,-2.876708,0.019922,0.013226,-0.003342,2.351406
2020-10-13-16-05-37-650,11723687.895928,3123571.262388,16.460678,2.803436,-2.875799,0.018450,0.012948,-0.003290,2.351468
2020-10-13-16-05-37-660,11723687.924086,3123571.233485,16.460738,2.802254,-2.875762,0.013127,0.012713,-0.003271,2.351518
2020-10-13-16-05-37-670,11723687.952252,3123571.204571,16.460758,2.802417,-2.876379,0.008001,0.012671,-0.003273,2.351560
2020-10-13-16-05-37-680,11723687.980397,3123571.175777,16.460725,2.802673,-2.876859,0.007420,0.013014,-0.003327,2.351609
2020-10-13-16-05-37-690,11723688.008545,3123571.146872,16.460760,2.801022,-2.875678,0.009379,0.013053,-0.003352,2.351648
2020-10-13-16-05-37-700,11723688.036689,3123571.117974,16.460804,2.800269,-2.874547,0.010935,0.012866,-0.003323,2.351685
2020-10-13-16-05-37-710,11723688.064821,3123571.089085,16.460824,2.800105,-2.874486,0.009389,0.012506,-0.003284,2.351716
2020-10-13-16-05-37-720,11723688.092963,3123571.060296,16.460694,2.802259,-2.875578,-0.000235,0.012318,-0.003281,2.351768
2020-10-13-16-05-37-730,11723688.121124,3123571.031383,16.460592,2.801825,-2.875219,-0.006099,0.012337,-0.003344,2.351814
2020-10-13-16-05-37-740,11723688.149257,3123571.002486,16.460478,2.800925,-2.875382,-0.007790,0.012518,-0.003397,2.351856
2020-10-13-16-05-37-750,11723688.177395,3123570.973575,16.460395,2.800229,-2.875844,-0.004748,0.012762,-0.003403,2.351902
2020-10-13-16-05-37-759,11723688.205550,3123570.944798,16.460314,2.802115,-2.874079,0.001168,0.012321,-0.003342,2.351944
2020-10-13-16-05-37-769,11723688.233692,3123570.915915,16.460212,2.801904,-2.873369,-0.003245,0.011844,-0.003288,2.351991
2020-10-13-16-05-37-779,11723688.261826,3123570.887020,16.460024,2.800046,-2.873679,-0.012618,0.011503,-0.003263,2.352022
2020-10-13-16-05-37-789,11723688.289960,3123570.858084,16.459762,2.799005,-2.876724,-0.021823,0.011693,-0.003289,2.352047
2020-10-13-16-05-37-799,11723688.318105,3123570.829305,16.459540,2.802513,-2.875913,-0.014543,0.012507,-0.003363,2.352083
2020-10-13-16-05-37-809,11723688.346281,3123570.800382,16.459412,2.802594,-2.874441,-0.006168,0.012463,-0.003368,2.352121
2020-10-13-16-05-37-819,11723688.374402,3123570.771498,16.459317,2.800201,-2.873422,-0.001154,0.011899,-0.003269,2.352168
2020-10-13-16-05-37-829,11723688.402531,3123570.742600,16.459147,2.799240,-2.873515,-0.006756,0.011192,-0.003165,2.352204
2020-10-13-16-05-37-839,11723688.430667,3123570.713782,16.458783,2.801230,-2.877213,-0.021406,0.011598,-0.003215,2.352221
2020-10-13-16-05-37-849,11723688.458817,3123570.684846,16.458552,2.800705,-2.877163,-0.019726,0.012204,-0.003297,2.352246
2020-10-13-16-05-37-859,11723688.486937,3123570.655935,16.458419,2.798575,-2.875406,-0.009098,0.012580,-0.003353,2.352280
2020-10-13-16-05-37-869,11723688.515060,3123570.627052,16.458396,2.797851,-2.871894,0.004090,0.012290,-0.003300,2.352309
2020-10-13-16-05-37-880,11723688.543163,3123570.598269,16.458199,2.798501,-2.874016,-0.004116,0.011238,-0.003183,2.352322
2020-10-13-16-05-37-890,11723688.571274,3123570.569333,16.458023,2.797648,-2.877572,-0.012063,0.011206,-0.003198,2.352341
2020-10-13-16-05-37-900,11723688.599382,3123570.540391,16.457826,2.797202,-2.878858,-0.015999,0.011729,-0.003289,2.352367
2020-10-13-16-05-37-910,11723688.627486,3123570.511449,16.457714,2.795370,-2.877343,-0.009210,0.012494,-0.003392,2.352384
2020-10-13-16-05-37-920,11723688.655567,3123570.482669,16.457756,2.795491,-2.874047,0.011551,0.012062,-0.003351,2.352394
2020-10-13-16-05-37-930,11723688.683648,3123570.453754,16.457766,2.795161,-2.874768,0.011017,0.011367,-0.003307,2.352421
2020-10-13-16-05-37-940,11723688.711733,3123570.424820,16.457702,2.794633,-2.876161,0.002211,0.011004,-0.003297,2.352448
2020-10-13-16-05-37-950,11723688.739812,3123570.395857,16.457566,2.793064,-2.877944,-0.007591,0.011340,-0.003384,2.352469
2020-10-13-16-05-37-960,11723688.767848,3123570.367058,16.457512,2.791680,-2.875866,0.002721,0.012433,-0.003546,2.352484
2020-10-13-16-05-37-970,11723688.795917,3123570.338138,16.457589,2.792132,-2.873699,0.014963,0.012489,-0.003604,2.352497
2020-10-13-16-05-37-980,11723688.823973,3123570.309228,16.457713,2.791981,-2.873109,0.021826,0.011951,-0.003531,2.352514
2020-10-13-16-05-37-990,11723688.852013,3123570.280311,16.457774,2.791356,-2.874331,0.017257,0.011250,-0.003468,2.352542
2020-10-13-16-05-38-000,11723688.880033,3123570.251467,16.457609,2.789727,-2.877897,-0.001009,0.011588,-0.003571,2.352567
2020-10-13-16-05-38-009,11723688.908071,3123570.222513,16.457572,2.789382,-2.878078,-0.001448,0.012322,-0.003685,2.352586
2020-10-13-16-05-38-019,11723688.936100,3123570.193568,16.457625,2.788552,-2.876845,0.008112,0.012895,-0.003796,2.352609
2020-10-13-16-05-38-029,11723688.964122,3123570.164649,16.457801,2.788511,-2.874819,0.022343,0.012782,-0.003793,2.352656
2020-10-13-16-05-38-039,11723688.992079,3123570.135815,16.458035,2.788989,-2.873677,0.015611,0.011626,-0.003667,2.352695
2020-10-13-16-05-38-049,11723689.020053,3123570.106827,16.458199,2.788307,-2.875679,0.003558,0.011378,-0.003684,2.352724
2020-10-13-16-05-38-059,11723689.048009,3123570.077821,16.458284,2.786372,-2.877876,-0.006933,0.011841,-0.003761,2.352760
2020-10-13-16-05-38-069,11723689.075955,3123570.048827,16.458401,2.784490,-2.876985,-0.006341,0.012749,-0.003876,2.352806
2020-10-13-16-05-38-079,11723689.103883,3123570.019911,16.458810,2.785311,-2.872467,0.016037,0.013144,-0.003988,2.352837
2020-10-13-16-05-38-089,11723689.131827,3123569.990951,16.459154,2.784715,-2.871858,0.026169,0.012703,-0.003950,2.352866
2020-10-13-16-05-38-099,11723689.159759,3123569.961989,16.459472,2.784571,-2.873267,0.024747,0.011941,-0.003889,2.352908
2020-10-13-16-05-38-109,11723689.187691,3123569.932999,16.459672,2.782867,-2.874640,0.012537,0.011576,-0.003903,2.352941
2020-10-13-16-05-38-119,11723689.215577,3123569.904071,16.459867,2.782668,-2.874168,0.001644,0.012654,-0.004042,2.352988
2020-10-13-16-05-38-130,11723689.243510,3123569.875103,16.460082,2.783222,-2.873218,0.006807,0.013286,-0.004152,2.353025
2020-10-13-16-05-38-140,11723689.271453,3123569.846147,16.460400,2.784298,-2.871708,0.018856,0.013424,-0.004260,2.353054
2020-10-13-16-05-38-150,11723689.299402,3123569.817193,16.460772,2.784990,-2.870922,0.027439,0.012998,-0.004265,2.353090
2020-10-13-16-05-38-160,11723689.327282,3123569.788282,16.461089,2.782969,-2.872207,0.016664,0.012184,-0.004205,2.353139
2020-10-13-16-05-38-170,11723689.355210,3123569.759313,16.461290,2.782170,-2.872942,0.006937,0.012250,-0.004253,2.353185
2020-10-13-16-05-38-180,11723689.383124,3123569.730360,16.461455,2.782076,-2.872946,0.001539,0.012805,-0.004334,2.353217
2020-10-13-16-05-38-190,11723689.411069,3123569.701403,16.461672,2.783864,-2.872154,0.005446,0.013403,-0.004436,2.353245
2020-10-13-16-05-38-200,11723689.438966,3123569.672503,16.462076,2.783036,-2.870316,0.017677,0.012958,-0.004435,2.353271
2020-10-13-16-05-38-210,11723689.466898,3123569.643561,16.462326,2.783313,-2.870161,0.015174,0.012431,-0.004400,2.353296
2020-10-13-16-05-38-220,11723689.494832,3123569.614602,16.462482,2.783541,-2.871865,0.005101,0.012132,-0.004395,2.353323
2020-10-13-16-05-38-230,11723689.522768,3123569.585642,16.462575,2.784481,-2.873352,-0.003766,0.012376,-0.004445,2.353348
2020-10-13-16-05-38-240,11723689.550684,3123569.556721,16.462790,2.784644,-2.872031,-0.000599,0.013009,-0.004547,2.353386
2020-10-13-16-05-38-250,11723689.578619,3123569.527779,16.462937,2.784015,-2.870610,0.002625,0.012941,-0.004572,2.353406
2020-10-13-16-05-38-259,11723689.606564,3123569.498823,16.463073,2.783845,-2.870729,0.002599,0.012591,-0.004541,2.353424
2020-10-13-16-05-38-269,11723689.634499,3123569.469871,16.463152,2.784000,-2.871546,-0.002374,0.012249,-0.004504,2.353447
2020-10-13-16-05-38-279,11723689.662415,3123569.440964,16.463238,2.784989,-2.870967,-0.009443,0.012646,-0.004582,2.353468
2020-10-13-16-05-38-289,11723689.690355,3123569.412026,16.463292,2.784206,-2.869775,-0.007748,0.012895,-0.004637,2.353484
2020-10-13-16-05-38-299,11723689.718296,3123569.383093,16.463387,2.783423,-2.868440,-0.002612,0.012791,-0.004619,2.353502
2020-10-13-16-05-38-309,11723689.746230,3123569.354159,16.463454,2.783290,-2.868986,-0.003183,0.012398,-0.004571,2.353529
2020-10-13-16-05-38-319,11723689.774155,3123569.325260,16.463509,2.785751,-2.870399,-0.011154,0.012337,-0.004557,2.353563
2020-10-13-16-05-38-329,11723689.802117,3123569.296309,16.463511,2.785911,-2.870749,-0.012319,0.012611,-0.004619,2.353587
2020-10-13-16-05-38-339,11723689.830063,3123569.267377,16.463556,2.784282,-2.868999,-0.008032,0.012795,-0.004652,2.353610
2020-10-13-16-05-38-349,11723689.857989,3123569.238464,16.463648,2.782818,-2.867719,-0.002207,0.012686,-0.004621,2.353632
2020-10-13-16-05-38-359,11723689.885928,3123569.209569,16.463772,2.785570,-2.868512,-0.004558,0.012144,-0.004551,2.353661
2020-10-13-16-05-38-369,11723689.913885,3123569.180634,16.463795,2.785695,-2.869424,-0.008660,0.012030,-0.004536,2.353698
2020-10-13-16-05-38-380,11723689.941830,3123569.151691,16.463799,2.784062,-2.869826,-0.011449,0.012213,-0.004571,2.353738
2020-10-13-16-05-38-390,11723689.969757,3123569.122787,16.463843,2.783043,-2.867795,-0.008536,0.012552,-0.004632,2.353769
2020-10-13-16-05-38-400,11723689.997670,3123569.093916,16.464090,2.783359,-2.866376,0.005039,0.012564,-0.004614,2.353774
2020-10-13-16-05-38-410,11723690.025611,3123569.065011,16.464273,2.783980,-2.866263,0.010686,0.012228,-0.004545,2.353802
2020-10-13-16-05-38-420,11723690.053547,3123569.036097,16.464426,2.783379,-2.866835,0.008205,0.011788,-0.004503,2.353837
2020-10-13-16-05-38-430,11723690.081478,3123569.007177,16.464540,2.782684,-2.867603,0.003002,0.011674,-0.004490,2.353872
2020-10-13-16-05-38-440,11723690.109364,3123568.978303,16.464781,2.781774,-2.867333,0.006588,0.012325,-0.004590,2.353886
2020-10-13-16-05-38-450,11723690.137281,3123568.949391,16.465025,2.780949,-2.866747,0.014994,0.012410,-0.004602,2.353911
2020-10-13-16-05-38-460,11723690.165206,3123568.920478,16.465337,2.780573,-2.865710,0.023096,0.012161,-0.004570,2.353948
2020-10-13-16-05-38-470,11723690.193110,3123568.891587,16.465650,2.780661,-2.865447,0.024963,0.011730,-0.004524,2.353970
2020-10-13-16-05-38-480,11723690.220992,3123568.862709,16.465981,2.780553,-2.866593,0.019334,0.011593,-0.004525,2.353987
2020-10-13-16-05-38-490,11723690.248906,3123568.833793,16.466253,2.779824,-2.866260,0.016834,0.011621,-0.004551,2.354009
2020-10-13-16-05-38-500,11723690.276796,3123568.804908,16.466526,2.779057,-2.864933,0.016404,0.011739,-0.004607,2.354032
2020-10-13-16-05-38-509,11723690.304683,3123568.776009,16.466833,2.777633,-2.864736,0.019428,0.011830,-0.004656,2.354046
2020-10-13-16-05-38-519,11723690.332572,3123568.747131,16.467248,2.779748,-2.865736,0.023525,0.011620,-0.004645,2.354063
2020-10-13-16-05-38-529,11723690.360473,3123568.718230,16.467571,2.779900,-2.865866,0.023248,0.011456,-0.004679,2.354085
2020-10-13-16-05-38-539,11723690.388358,3123568.689331,16.467879,2.778119,-2.865456,0.021364,0.011352,-0.004688,2.354107
2020-10-13-16-05-38-549,11723690.416225,3123568.660441,16.468162,2.776186,-2.864696,0.018521,0.011249,-0.004684,2.354137
2020-10-13-16-05-38-559,11723690.444073,3123568.631571,16.468463,2.776156,-2.865566,0.013001,0.011318,-0.004732,2.354149
2020-10-13-16-05-38-569,11723690.471943,3123568.602678,16.468702,2.777431,-2.866297,0.012555,0.011494,-0.004777,2.354172
2020-10-13-16-05-38-579,11723690.499818,3123568.573763,16.468964,2.776760,-2.866683,0.015235,0.011595,-0.004830,2.354188
2020-10-13-16-05-38-589,11723690.527693,3123568.544862,16.469246,2.775851,-2.865090,0.018173,0.011448,-0.004855,2.354213
2020-10-13-16-05-38-599,11723690.555497,3123568.516019,16.469540,2.773762,-2.864169,0.013465,0.011030,-0.004790,2.354239
2020-10-13-16-05-38-609,11723690.583353,3123568.487120,16.469714,2.774542,-2.865125,0.006788,0.010933,-0.004784,2.354269
2020-10-13-16-05-38-619,11723690.611217,3123568.458206,16.469829,2.775324,-2.866610,-0.000001,0.011102,-0.004831,2.354303
2020-10-13-16-05-38-630,11723690.639070,3123568.429301,16.469955,2.774762,-2.866182,-0.000515,0.011465,-0.004890,2.354331
2020-10-13-16-05-38-640,11723690.666871,3123568.400452,16.470249,2.772696,-2.863966,0.009231,0.011564,-0.004884,2.354365
2020-10-13-16-05-38-650,11723690.694695,3123568.371566,16.470444,2.771290,-2.863473,0.011391,0.011329,-0.004831,2.354390
2020-10-13-16-05-38-660,11723690.722529,3123568.342678,16.470607,2.771749,-2.863414,0.008485,0.010988,-0.004758,2.354421
2020-10-13-16-05-38-670,11723690.750360,3123568.313785,16.470690,2.772010,-2.864180,0.000323,0.010854,-0.004713,2.354453
2020-10-13-16-05-38-680,11723690.778162,3123568.284923,16.470863,2.771901,-2.864116,0.000037,0.011590,-0.004791,2.354475
2020-10-13-16-05-38-690,11723690.805985,3123568.256040,16.471018,2.771202,-2.863141,0.005809,0.011878,-0.004797,2.354505
2020-10-13-16-05-38-700,11723690.833797,3123568.227183,16.471233,2.770671,-2.861266,0.013175,0.011798,-0.004726,2.354534
2020-10-13-16-05-38-710,11723690.861613,3123568.198305,16.471447,2.769811,-2.861326,0.015129,0.011387,-0.004633,2.354560
2020-10-13-16-05-38-720,11723690.889406,3123568.169463,16.471637,2.770941,-2.862261,0.006010,0.011293,-0.004586,2.354564
2020-10-13-16-05-38-730,11723690.917221,3123568.140601,16.471773,2.771824,-2.862421,0.003427,0.011511,-0.004586,2.354575
2020-10-13-16-05-38-740,11723690.945034,3123568.111724,16.471927,2.769991,-2.862067,0.005004,0.011794,-0.004583,2.354595
2020-10-13-16-05-38-750,11723690.972828,3123568.082847,16.472140,2.767900,-2.862042,0.011069,0.011963,-0.004509,2.354623
2020-10-13-16-05-38-759,11723691.000615,3123568.054017,16.472441,2.769847,-2.861690,0.014030,0.011645,-0.004382,2.354616
2020-10-13-16-05-38-769,11723691.028430,3123568.025139,16.472635,2.770425,-2.862393,0.011573,0.011358,-0.004261,2.354619
2020-10-13-16-05-38-779,11723691.056231,3123567.996245,16.472771,2.769385,-2.864322,0.005208,0.011199,-0.004165,2.354630
2020-10-13-16-05-38-789,11723691.084031,3123567.967341,16.472862,2.768175,-2.864974,-0.000669,0.011452,-0.004133,2.354634
2020-10-13-16-05-38-799,11723691.111789,3123567.938505,16.473088,2.768886,-2.863818,0.004272,0.011874,-0.004058,2.354629
2020-10-13-16-05-38-809,11723691.139608,3123567.909611,16.473233,2.769552,-2.862683,0.006099,0.011749,-0.003948,2.354631
2020-10-13-16-05-38-819,11723691.167394,3123567.880726,16.473364,2.768189,-2.863204,0.005247,0.011474,-0.003835,2.354631
2020-10-13-16-05-38-829,11723691.195178,3123567.851827,16.473460,2.766665,-2.863862,0.001909,0.011386,-0.003712,2.354626
2020-10-13-16-05-38-839,11723691.222924,3123567.822995,16.473579,2.766902,-2.862722,-0.003448,0.011526,-0.003642,2.354618
2020-10-13-16-05-38-849,11723691.250709,3123567.794110,16.473641,2.766884,-2.862756,-0.003464,0.011745,-0.003577,2.354611
2020-10-13-16-05-38-859,11723691.278494,3123567.765234,16.473735,2.766926,-2.861869,0.000043,0.011844,-0.003510,2.354600
2020-10-13-16-05-38-869,11723691.306272,3123567.736355,16.473835,2.765590,-2.861218,0.002005,0.011635,-0.003401,2.354600
2020-10-13-16-05-38-880,11723691.334024,3123567.707532,16.473916,2.767046,-2.860710,-0.006085,0.011344,-0.003300,2.354611
2020-10-13-16-05-38-890,11723691.361810,3123567.678664,16.473915,2.767724,-2.861378,-0.009807,0.011536,-0.003262,2.354610
2020-10-13-16-05-38-900,11723691.389608,3123567.649792,16.473932,2.767697,-2.860742,-0.008442,0.011819,-0.003223,2.354607
2020-10-13-16-05-38-910,11723691.417370,3123567.620955,16.473973,2.765640,-2.858629,-0.005309,0.011865,-0.003209,2.354620
2020-10-13-16-05-38-920,11723691.445111,3123567.592155,16.474095,2.765009,-2.857018,-0.003155,0.011694,-0.003126,2.354634
2020-10-13-16-05-38-930,11723691.472903,3123567.563317,16.474134,2.766839,-2.856879,-0.003390,0.011661,-0.003107,2.354638
2020-10-13-16-05-38-940,11723691.500671,3123567.534488,16.474169,2.766354,-2.857515,-0.004067,0.011703,-0.003090,2.354643
2020-10-13-16-05-38-950,11723691.528430,3123567.505675,16.474217,2.765322,-2.856475,-0.003189,0.011831,-0.003092,2.354664
2020-10-13-16-05-38-960,11723691.556139,3123567.476902,16.474373,2.762183,-2.854642,0.000741,0.011994,-0.003116,2.354674
2020-10-13-16-05-38-970,11723691.583894,3123567.448095,16.474485,2.763303,-2.854613,0.004662,0.012016,-0.003086,2.354677
2020-10-13-16-05-38-980,11723691.611659,3123567.419269,16.474611,2.764246,-2.855998,0.006542,0.011976,-0.003105,2.354679
2020-10-13-16-05-38-990,11723691.639422,3123567.390442,16.474758,2.764415,-2.856620,0.008503,0.012037,-0.003107,2.354693
2020-10-13-16-05-39-000,11723691.667117,3123567.361676,16.474994,2.760875,-2.854160,0.009705,0.011935,-0.003102,2.354722
2020-10-13-16-05-39-009,11723691.694836,3123567.332879,16.475151,2.759988,-2.853876,0.008961,0.011944,-0.003090,2.354736
2020-10-13-16-05-39-019,11723691.722577,3123567.304064,16.475312,2.761416,-2.854990,0.008892,0.012017,-0.003090,2.354759
2020-10-13-16-05-39-029,11723691.750312,3123567.275245,16.475485,2.762299,-2.856513,0.009873,0.012144,-0.003126,2.354766
2020-10-13-16-05-39-039,11723691.777994,3123567.246606,16.475779,2.759576,-2.854790,0.014656,0.012161,-0.003144,2.354789
2020-10-13-16-05-39-049,11723691.805711,3123567.217897,16.475991,2.758234,-2.853082,0.016772,0.012129,-0.003140,2.354812
2020-10-13-16-05-39-059,11723691.833430,3123567.189198,16.476205,2.759226,-2.852823,0.017119,0.011969,-0.003114,2.354822
2020-10-13-16-05-39-069,11723691.861149,3123567.160478,16.476392,2.759830,-2.854768,0.014504,0.011769,-0.003114,2.354825
2020-10-13-16-05-39-079,11723691.888859,3123567.131806,16.476560,2.758707,-2.855640,0.008823,0.011895,-0.003145,2.354851
2020-10-13-16-05-39-089,11723691.916564,3123567.103096,16.476707,2.758594,-2.854954,0.007882,0.012060,-0.003160,2.354886
2020-10-13-16-05-39-099,11723691.944273,3123567.074389,16.476865,2.758548,-2.853791,0.009244,0.012188,-0.003184,2.354897
2020-10-13-16-05-39-109,11723691.971987,3123567.045673,16.477043,2.758774,-2.853938,0.011740,0.012130,-0.003184,2.354903
2020-10-13-16-05-39-119,11723691.999689,3123567.017031,16.477218,2.758717,-2.853644,0.008824,0.011717,-0.003118,2.354923
2020-10-13-16-05-39-130,11723692.027398,3123566.988317,16.477314,2.757967,-2.853676,0.003367,0.011543,-0.003095,2.354947
2020-10-13-16-05-39-140,11723692.055090,3123566.959609,16.477359,2.757113,-2.853778,-0.002420,0.011632,-0.003088,2.354965
2020-10-13-16-05-39-150,11723692.082795,3123566.930898,16.477395,2.757447,-2.853693,-0.004492,0.011943,-0.003143,2.354975
2020-10-13-16-05-39-160,11723692.110500,3123566.902267,16.477552,2.758938,-2.852391,0.004203,0.012126,-0.003114,2.354993
2020-10-13-16-05-39-170,11723692.138210,3123566.873578,16.477664,2.758705,-2.850927,0.007020,0.011876,-0.003088,2.355004
2020-10-13-16-05-39-180,11723692.165928,3123566.844887,16.477752,2.758482,-2.849996,0.005018,0.011471,-0.003018,2.355024
2020-10-13-16-05-39-190,11723692.193629,3123566.816220,16.477771,2.758637,-2.849541,-0.001905,0.011156,-0.002970,2.355059
2020-10-13-16-05-39-200,11723692.221320,3123566.787581,16.477768,2.758125,-2.851795,-0.008163,0.011700,-0.003027,2.355099
2020-10-13-16-05-39-210,11723692.249030,3123566.758897,16.477801,2.757993,-2.850434,-0.003421,0.012120,-0.003058,2.355126
2020-10-13-16-05-39-220,11723692.276752,3123566.730233,16.477918,2.758676,-2.847560,0.006284,0.012159,-0.003081,2.355148
2020-10-13-16-05-39-230,11723692.304445,3123566.701601,16.478080,2.757567,-2.845228,0.013092,0.011673,-0.002974,2.355172
2020-10-13-16-05-39-240,11723692.332114,3123566.673004,16.478161,2.756404,-2.847758,0.003798,0.011056,-0.002876,2.355203
2020-10-13-16-05-39-250,11723692.359812,3123566.644343,16.478212,2.757383,-2.848724,-0.000882,0.011268,-0.002884,2.355227
2020-10-13-16-05-39-259,11723692.387525,3123566.615685,16.478300,2.758224,-2.847543,0.001793,0.011766,-0.002928,2.355257
2020-10-13-16-05-39-269,11723692.415209,3123566.587055,16.478495,2.756845,-2.845602,0.012336,0.012023,-0.002937,2.355288
2020-10-13-16-05-39-279,11723692.442880,3123566.558506,16.478780,2.756023,-2.843757,0.020122,0.011273,-0.002815,2.355315
2020-10-13-16-05-39-289,11723692.470585,3123566.529872,16.478984,2.757576,-2.844623,0.017669,0.010884,-0.002766,2.355334
2020-10-13-16-05-39-299,11723692.498295,3123566.501226,16.479150,2.759155,-2.846546,0.012675,0.010835,-0.002739,2.355348
2020-10-13-16-05-39-309,11723692.526000,3123566.472573,16.479314,2.758104,-2.846889,0.010586,0.011110,-0.002771,2.355382
2020-10-13-16-05-39-319,11723692.553654,3123566.444035,16.479614,2.755578,-2.844027,0.019600,0.011297,-0.002732,2.355411
2020-10-13-16-05-39-329,11723692.581359,3123566.415405,16.479877,2.756584,-2.843183,0.022941,0.010967,-0.002670,2.355421
2020-10-13-16-05-39-339,11723692.609054,3123566.386773,16.480113,2.757814,-2.845095,0.020617,0.010442,-0.002592,2.355424
2020-10-13-16-05-39-349,11723692.636758,3123566.358116,16.480280,2.758501,-2.847523,0.013502,0.010178,-0.002567,2.355444
2020-10-13-16-05-39-359,11723692.664441,3123566.329528,16.480452,2.755911,-2.845769,0.009145,0.010627,-0.002642,2.355455
2020-10-13-16-05-39-369,11723692.692117,3123566.300907,16.480632,2.755576,-2.844279,0.011959,0.010768,-0.002656,2.355455
2020-10-13-16-05-39-380,11723692.719811,3123566.272272,16.480851,2.755681,-2.843724,0.016754,0.010615,-0.002655,2.355463
2020-10-13-16-05-39-390,11723692.747498,3123566.243646,16.481076,2.756507,-2.844095,0.018957,0.010195,-0.002607,2.355468
2020-10-13-16-05-39-400,11723692.775160,3123566.215076,16.481199,2.754610,-2.844482,0.007041,0.009725,-0.002608,2.355476
2020-10-13-16-05-39-410,11723692.802827,3123566.186434,16.481286,2.752834,-2.844596,0.001746,0.009866,-0.002647,2.355483
2020-10-13-16-05-39-420,11723692.830495,3123566.157816,16.481377,2.754022,-2.843708,0.001613,0.010250,-0.002725,2.355482
2020-10-13-16-05-39-430,11723692.858193,3123566.129197,16.481524,2.755719,-2.841971,0.007326,0.010382,-0.002801,2.355466
2020-10-13-16-05-39-440,11723692.885859,3123566.100661,16.481710,2.755640,-2.841448,0.009312,0.009594,-0.002744,2.355481
2020-10-13-16-05-39-450,11723692.913534,3123566.072050,16.481770,2.754961,-2.841860,0.001395,0.009170,-0.002755,2.355502
2020-10-13-16-05-39-460,11723692.941219,3123566.043420,16.481748,2.755160,-2.843282,-0.008261,0.009246,-0.002817,2.355504
2020-10-13-16-05-39-470,11723692.968901,3123566.014800,16.481714,2.755881,-2.843854,-0.011802,0.009745,-0.002915,2.355513
2020-10-13-16-05-39-480,11723692.996555,3123565.986270,16.481839,2.753727,-2.840978,0.000108,0.009994,-0.003021,2.355511
2020-10-13-16-05-39-490,11723693.024224,3123565.957676,16.481923,2.753231,-2.839280,0.005251,0.009695,-0.003013,2.355519
2020-10-13-16-05-39-500,11723693.051899,3123565.929082,16.481970,2.754095,-2.839116,0.002664,0.009220,-0.002991,2.355521
2020-10-13-16-05-39-509,11723693.079586,3123565.900481,16.481940,2.756200,-2.840650,-0.005545,0.008967,-0.003000,2.355523
2020-10-13-16-05-39-519,11723693.107220,3123565.871925,16.481944,2.752098,-2.841894,-0.007606,0.009683,-0.003161,2.355552
2020-10-13-16-05-39-529,11723693.134868,3123565.843328,16.481986,2.750822,-2.839966,-0.000899,0.010090,-0.003217,2.355565
2020-10-13-16-05-39-539,11723693.162509,3123565.814756,16.482111,2.751354,-2.838346,0.008836,0.010035,-0.003216,2.355558
2020-10-13-16-05-39-549,11723693.190199,3123565.786151,16.482266,2.753639,-2.838324,0.014125,0.009546,-0.003183,2.355545
2020-10-13-16-05-39-559,11723693.217819,3123565.757606,16.482338,2.751738,-2.841458,0.004102,0.009136,-0.003153,2.355570
2020-10-13-16-05-39-569,11723693.245446,3123565.728996,16.482389,2.749080,-2.841237,-0.000217,0.009400,-0.003215,2.355579
2020-10-13-16-05-39-579,11723693.273054,3123565.700405,16.482479,2.747725,-2.840230,0.002745,0.010004,-0.003278,2.355580
2020-10-13-16-05-39-589,11723693.300673,3123565.671817,16.482704,2.747655,-2.838628,0.015797,0.010475,-0.003322,2.355560
2020-10-13-16-05-39-599,11723693.328276,3123565.643299,16.483070,2.748535,-2.838960,0.029106,0.009739,-0.003193,2.355566
2020-10-13-16-05-39-609,11723693.355884,3123565.614701,16.483348,2.747448,-2.839288,0.027314,0.009257,-0.003102,2.355565
