gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-06-05-019,-1371.542758,-2780.979299,15.949975,2.131289,-2.173365,-0.011412,0.008559,-0.002412,2.346813
2020-10-13-16-06-05-029,-1371.521521,-2781.000972,15.949900,2.129790,-2.172250,-0.009873,0.008702,-0.002483,2.346831
2020-10-13-16-06-05-039,-1371.500329,-2781.022580,15.949926,2.129033,-2.171575,-0.006213,0.008663,-0.002477,2.346847
2020-10-13-16-06-05-049,-1371.479053,-2781.044274,15.949911,2.129693,-2.172234,-0.005612,0.008621,-0.002496,2.346860
2020-10-13-16-06-05-059,-1371.457782,-2781.065962,15.949908,2.130244,-2.172686,-0.004515,0.008571,-0.002507,2.346865
2020-10-13-16-06-05-069,-1371.436518,-2781.087663,15.949905,2.129888,-2.173915,-0.004385,0.008559,-0.002510,2.346876
2020-10-13-16-06-05-079,-1371.415260,-2781.109344,15.949929,2.129743,-2.173701,-0.004980,0.008525,-0.002482,2.346914
2020-10-13-16-06-05-089,-1371.393984,-2781.131040,15.949920,2.130565,-2.173269,-0.005646,0.008546,-0.002483,2.346953
2020-10-13-16-06-05-099,-1371.372706,-2781.152733,15.949933,2.131103,-2.173030,-0.003682,0.008639,-0.002488,2.346988
2020-10-13-16-06-05-109,-1371.351433,-2781.174411,15.949989,2.130999,-2.171903,0.000780,0.008804,-0.002559,2.347013
2020-10-13-16-06-05-119,-1371.330194,-2781.196040,15.950158,2.128840,-2.168605,0.009281,0.008626,-0.002519,2.347058
2020-10-13-16-06-05-130,-1371.308929,-2781.217679,15.950294,2.128404,-2.165834,0.011356,0.008352,-0.002497,2.347092
2020-10-13-16-06-05-140,-1371.287666,-2781.239308,15.950421,2.128769,-2.165091,0.010213,0.008154,-0.002485,2.347129
2020-10-13-16-06-05-150,-1371.266394,-2781.260943,15.950548,2.129810,-2.165871,0.009170,0.008255,-0.002531,2.347168
2020-10-13-16-06-05-160,-1371.245129,-2781.282542,15.950776,2.131148,-2.164988,0.015091,0.008533,-0.002619,2.347205
2020-10-13-16-06-05-170,-1371.223852,-2781.304151,15.951009,2.130960,-2.163940,0.020443,0.008412,-0.002651,2.347252
2020-10-13-16-06-05-180,-1371.202576,-2781.325751,15.951271,2.130692,-2.162891,0.023942,0.008090,-0.002676,2.347300
2020-10-13-16-06-05-190,-1371.181290,-2781.347345,15.951490,2.131545,-2.162385,0.020598,0.007786,-0.002700,2.347346
2020-10-13-16-06-05-200,-1371.160026,-2781.368924,15.951727,2.131282,-2.163082,0.018061,0.008046,-0.002861,2.347404
2020-10-13-16-06-05-210,-1371.138749,-2781.390511,15.951979,2.130265,-2.161719,0.020749,0.008142,-0.002955,2.347461
2020-10-13-16-06-05-220,-1371.117484,-2781.412079,15.952264,2.128653,-2.159359,0.024606,0.007993,-0.003054,2.347514
2020-10-13-16-06-05-230,-1371.096232,-2781.433633,15.952548,2.127693,-2.158112,0.025516,0.007711,-0.003107,2.347571
2020-10-13-16-06-05-240,-1371.074954,-2781.455185,15.952810,2.130812,-2.159648,0.020258,0.007501,-0.003171,2.347604
2020-10-13-16-06-05-250,-1371.053671,-2781.476755,15.953035,2.131242,-2.160022,0.017313,0.007442,-0.003271,2.347665
2020-10-13-16-06-05-259,-1371.032397,-2781.498320,15.953246,2.130515,-2.159890,0.015642,0.007458,-0.003358,2.347727
2020-10-13-16-06-05-269,-1371.011125,-2781.519878,15.953444,2.130243,-2.159413,0.014336,0.007461,-0.003455,2.347804
2020-10-13-16-06-05-279,-1370.989858,-2781.541420,15.953691,2.130576,-2.159445,0.015962,0.007334,-0.003495,2.347863
2020-10-13-16-06-05-289,-1370.968579,-2781.562979,15.953895,2.130568,-2.159176,0.016004,0.007232,-0.003545,2.347933
2020-10-13-16-06-05-299,-1370.947314,-2781.584530,15.954093,2.129329,-2.158268,0.015550,0.007103,-0.003577,2.347987
2020-10-13-16-06-05-309,-1370.926049,-2781.606076,15.954268,2.129077,-2.157730,0.013493,0.006910,-0.003565,2.348033
2020-10-13-16-06-05-319,-1370.904805,-2781.627618,15.954429,2.129055,-2.159480,0.008400,0.006727,-0.003513,2.348060
2020-10-13-16-06-05-329,-1370.883538,-2781.649190,15.954523,2.129732,-2.161043,0.003657,0.006642,-0.003474,2.348104
2020-10-13-16-06-05-339,-1370.862265,-2781.670780,15.954596,2.129959,-2.162459,0.001063,0.006665,-0.003461,2.348151
2020-10-13-16-06-05-349,-1370.840989,-2781.692374,15.954660,2.130333,-2.163196,0.000244,0.006729,-0.003451,2.348184
2020-10-13-16-06-05-359,-1370.819730,-2781.713958,15.954796,2.129944,-2.163546,0.004340,0.006539,-0.003337,2.348212
2020-10-13-16-06-05-369,-1370.798474,-2781.735565,15.954854,2.128386,-2.164290,0.001857,0.006159,-0.003238,2.348243
2020-10-13-16-06-05-380,-1370.777229,-2781.757190,15.954860,2.126537,-2.165667,-0.003581,0.005947,-0.003115,2.348282
2020-10-13-16-06-05-390,-1370.755995,-2781.778806,15.954819,2.125338,-2.165339,-0.009261,0.006072,-0.003034,2.348310
2020-10-13-16-06-05-400,-1370.734775,-2781.800388,15.954859,2.125932,-2.164611,-0.005299,0.006496,-0.003020,2.348296
2020-10-13-16-06-05-410,-1370.713555,-2781.821994,15.954901,2.124726,-2.163983,0.000368,0.006427,-0.002916,2.348309
2020-10-13-16-06-05-420,-1370.692335,-2781.843612,15.954956,2.123129,-2.163522,0.003095,0.006052,-0.002786,2.348322
2020-10-13-16-06-05-430,-1370.671129,-2781.865226,15.954950,2.122222,-2.163806,-0.001812,0.005656,-0.002633,2.348342
2020-10-13-16-06-05-440,-1370.649928,-2781.886819,15.954912,2.124196,-2.165269,-0.009666,0.005978,-0.002618,2.348359
2020-10-13-16-06-05-450,-1370.628703,-2781.908449,15.954893,2.124477,-2.165538,-0.007394,0.006401,-0.002618,2.348375
2020-10-13-16-06-05-460,-1370.607510,-2781.930052,15.954961,2.122455,-2.163997,0.001991,0.006646,-0.002602,2.348394
2020-10-13-16-06-05-470,-1370.586323,-2781.951644,15.955078,2.120248,-2.161334,0.009314,0.006319,-0.002510,2.348434
2020-10-13-16-06-05-480,-1370.565159,-2781.973215,15.955100,2.119718,-2.161918,-0.001038,0.005691,-0.002404,2.348444
2020-10-13-16-06-05-490,-1370.543991,-2781.994828,15.955087,2.119271,-2.164522,-0.006350,0.005941,-0.002408,2.348455
2020-10-13-16-06-05-500,-1370.522817,-2782.016451,15.955089,2.119247,-2.165608,-0.005764,0.006620,-0.002478,2.348465
2020-10-13-16-06-05-509,-1370.501651,-2782.038039,15.955189,2.118773,-2.162829,0.003547,0.007051,-0.002532,2.348472
2020-10-13-16-06-05-519,-1370.480523,-2782.059603,15.955375,2.116767,-2.161184,0.010825,0.006359,-0.002435,2.348499
2020-10-13-16-06-05-529,-1370.459380,-2782.081205,15.955450,2.116519,-2.162932,0.005474,0.006077,-0.002435,2.348513
2020-10-13-16-06-05-539,-1370.438240,-2782.102835,15.955470,2.116232,-2.166095,-0.001651,0.006285,-0.002511,2.348530
2020-10-13-16-06-05-549,-1370.417099,-2782.124471,15.955509,2.115664,-2.166673,-0.002253,0.006933,-0.002622,2.348562
2020-10-13-16-06-05-559,-1370.396023,-2782.146024,15.955726,2.111633,-2.161610,0.012288,0.007397,-0.002767,2.348588
2020-10-13-16-06-05-569,-1370.374942,-2782.167603,15.955942,2.110062,-2.160430,0.020902,0.007215,-0.002772,2.348606
2020-10-13-16-06-05-579,-1370.353835,-2782.189202,15.956126,2.111318,-2.161082,0.018965,0.006787,-0.002800,2.348622
2020-10-13-16-06-05-589,-1370.332745,-2782.210815,15.956222,2.111088,-2.163332,0.009581,0.006567,-0.002849,2.348646
2020-10-13-16-06-05-599,-1370.311698,-2782.232399,15.956321,2.109093,-2.163736,0.003521,0.007407,-0.003078,2.348701
2020-10-13-16-06-05-609,-1370.290634,-2782.254005,15.956448,2.107947,-2.163060,0.007651,0.007989,-0.003230,2.348744
2020-10-13-16-06-05-619,-1370.269560,-2782.275593,15.956669,2.108869,-2.161261,0.018180,0.008282,-0.003326,2.348785
2020-10-13-16-06-05-630,-1370.248477,-2782.297172,15.956925,2.109998,-2.159849,0.024493,0.007908,-0.003408,2.348836
2020-10-13-16-06-05-640,-1370.227450,-2782.318754,15.957084,2.107247,-2.162002,0.013584,0.007393,-0.003457,2.348887
2020-10-13-16-06-05-650,-1370.206409,-2782.340347,15.957193,2.105942,-2.162186,0.006224,0.007629,-0.003624,2.348933
2020-10-13-16-06-05-660,-1370.185380,-2782.361941,15.957296,2.104577,-2.162109,0.004216,0.008339,-0.003808,2.348976
2020-10-13-16-06-05-670,-1370.164332,-2782.383523,15.957493,2.105630,-2.160607,0.012618,0.008964,-0.003943,2.349031
2020-10-13-16-06-05-680,-1370.143304,-2782.405068,15.957777,2.106038,-2.159237,0.020475,0.008418,-0.004007,2.349076
2020-10-13-16-06-05-690,-1370.122264,-2782.426643,15.957968,2.106459,-2.159879,0.017357,0.008020,-0.004036,2.349129
2020-10-13-16-06-05-700,-1370.101223,-2782.448236,15.958054,2.106785,-2.162069,0.006157,0.007932,-0.004165,2.349169
2020-10-13-16-06-05-710,-1370.080185,-2782.469853,15.958083,2.106626,-2.164798,-0.002421,0.008350,-0.004298,2.349217
2020-10-13-16-06-05-720,-1370.059148,-2782.491428,15.958221,2.106684,-2.162216,0.003169,0.009188,-0.004468,2.349281
2020-10-13-16-06-05-730,-1370.038103,-2782.513010,15.958347,2.106747,-2.160368,0.009195,0.009307,-0.004555,2.349324
2020-10-13-16-06-05-740,-1370.017040,-2782.534593,15.958492,2.107797,-2.159508,0.012594,0.008994,-0.004586,2.349356
2020-10-13-16-06-05-750,-1369.995982,-2782.556172,15.958546,2.108553,-2.159988,0.005417,0.008483,-0.004630,2.349389
2020-10-13-16-06-05-759,-1369.974962,-2782.577755,15.958482,2.106621,-2.162342,-0.010387,0.008859,-0.004724,2.349429
2020-10-13-16-06-05-769,-1369.953919,-2782.599341,15.958423,2.106064,-2.161329,-0.012594,0.009512,-0.004893,2.349463
2020-10-13-16-06-05-779,-1369.932871,-2782.620914,15.958416,2.106552,-2.159590,-0.006877,0.010111,-0.005047,2.349496
2020-10-13-16-06-05-789,-1369.911812,-2782.642486,15.958520,2.107160,-2.158462,0.005397,0.010196,-0.005106,2.349536
2020-10-13-16-06-05-799,-1369.890757,-2782.664031,15.958602,2.108618,-2.158733,0.003596,0.009255,-0.005085,2.349559
2020-10-13-16-06-05-809,-1369.869715,-2782.685608,15.958590,2.106722,-2.160034,-0.003966,0.008981,-0.005128,2.349595
2020-10-13-16-06-05-819,-1369.848684,-2782.707186,15.958492,2.104982,-2.160583,-0.014175,0.009324,-0.005235,2.349635
2020-10-13-16-06-05-829,-1369.827648,-2782.728765,15.958397,2.105102,-2.160750,-0.016506,0.010145,-0.005396,2.349674
2020-10-13-16-06-05-839,-1369.806594,-2782.750302,15.958576,2.107156,-2.157562,0.006342,0.010517,-0.005535,2.349689
2020-10-13-16-06-05-849,-1369.785545,-2782.771850,15.958711,2.106919,-2.156147,0.014573,0.010037,-0.005545,2.349723
2020-10-13-16-06-05-859,-1369.764521,-2782.793389,15.958811,2.105156,-2.156013,0.011770,0.009386,-0.005540,2.349755
2020-10-13-16-06-05-869,-1369.743498,-2782.814950,15.958820,2.103993,-2.157491,0.001624,0.009103,-0.005574,2.349794
2020-10-13-16-06-05-880,-1369.722486,-2782.836486,15.958851,2.104894,-2.157976,-0.001677,0.010232,-0.005783,2.349829
2020-10-13-16-06-05-890,-1369.701451,-2782.858033,15.958980,2.105099,-2.156365,0.009498,0.010675,-0.005924,2.349860
2020-10-13-16-06-05-900,-1369.680420,-2782.879563,15.959231,2.104680,-2.154423,0.024115,0.010543,-0.006016,2.349899
2020-10-13-16-06-05-910,-1369.659387,-2782.901067,15.959523,2.104936,-2.151805,0.031407,0.009740,-0.005944,2.349950
2020-10-13-16-06-05-920,-1369.638380,-2782.922582,15.959654,2.104652,-2.154676,0.014566,0.009210,-0.005971,2.350003
2020-10-13-16-06-05-930,-1369.617361,-2782.944107,15.959801,2.104043,-2.154923,0.010279,0.009540,-0.006068,2.350049
2020-10-13-16-06-05-940,-1369.596341,-2782.965622,15.959982,2.103924,-2.153955,0.013032,0.010115,-0.006248,2.350088
2020-10-13-16-06-05-950,-1369.575331,-2782.987111,15.960308,2.102862,-2.151192,0.027059,0.010355,-0.006320,2.350143
2020-10-13-16-06-05-960,-1369.554312,-2783.008572,15.960731,2.104080,-2.149227,0.036311,0.009367,-0.006255,2.350191
2020-10-13-16-06-05-970,-1369.533306,-2783.030064,15.961065,2.103020,-2.151026,0.033457,0.008802,-0.006246,2.350243
2020-10-13-16-06-05-980,-1369.512303,-2783.051566,15.961345,2.101968,-2.152192,0.026592,0.008708,-0.006288,2.350300
2020-10-13-16-06-05-990,-1369.491301,-2783.073066,15.961600,2.101459,-2.152266,0.022026,0.009030,-0.006396,2.350349
2020-10-13-16-06-06-000,-1369.470306,-2783.094515,15.962041,2.102650,-2.149539,0.035331,0.009354,-0.006472,2.350386
2020-10-13-16-06-06-009,-1369.449287,-2783.115996,15.962435,2.103339,-2.148736,0.039000,0.008856,-0.006498,2.350441
2020-10-13-16-06-06-019,-1369.428293,-2783.137468,15.962800,2.102332,-2.149354,0.036386,0.008255,-0.006500,2.350498
2020-10-13-16-06-06-029,-1369.407302,-2783.158953,15.963118,2.101015,-2.150160,0.030802,0.008017,-0.006548,2.350546
2020-10-13-16-06-06-039,-1369.386370,-2783.180343,15.963371,2.100691,-2.148572,0.028269,0.008566,-0.006682,2.350583
2020-10-13-16-06-06-049,-1369.365410,-2783.201768,15.963664,2.100325,-2.147271,0.032875,0.008568,-0.006742,2.350612
2020-10-13-16-06-06-059,-1369.344443,-2783.223201,15.963951,2.100391,-2.147162,0.033660,0.008264,-0.006803,2.350619
2020-10-13-16-06-06-069,-1369.323482,-2783.244638,15.964220,2.100468,-2.148279,0.032042,0.007759,-0.006790,2.350635
2020-10-13-16-06-06-079,-1369.302534,-2783.266060,15.964332,2.101945,-2.150258,0.018694,0.007606,-0.006846,2.350667
2020-10-13-16-06-06-089,-1369.281560,-2783.287512,15.964461,2.102049,-2.150513,0.013794,0.007777,-0.006929,2.350692
2020-10-13-16-06-06-099,-1369.260583,-2783.308966,15.964581,2.102376,-2.150699,0.012863,0.007986,-0.007028,2.350703
2020-10-13-16-06-06-109,-1369.239603,-2783.330414,15.964709,2.103026,-2.150498,0.014327,0.007848,-0.007061,2.350703
2020-10-13-16-06-06-119,-1369.218636,-2783.351843,15.964711,2.103691,-2.151028,0.005275,0.007206,-0.007022,2.350712
2020-10-13-16-06-06-130,-1369.197644,-2783.373315,15.964650,2.103949,-2.152315,-0.005001,0.007080,-0.007058,2.350712
2020-10-13-16-06-06-140,-1369.176648,-2783.394798,15.964502,2.103982,-2.153476,-0.014741,0.007304,-0.007134,2.350709
2020-10-13-16-06-06-150,-1369.155670,-2783.416275,15.964337,2.102942,-2.153617,-0.017873,0.007634,-0.007212,2.350695
2020-10-13-16-06-06-160,-1369.134690,-2783.437714,15.964169,2.103827,-2.151824,-0.015526,0.007548,-0.007191,2.350685
2020-10-13-16-06-06-170,-1369.113690,-2783.459192,15.963944,2.104650,-2.152681,-0.019940,0.007235,-0.007166,2.350687
2020-10-13-16-06-06-180,-1369.092681,-2783.480690,15.963616,2.105647,-2.154874,-0.030293,0.007042,-0.007161,2.350678
2020-10-13-16-06-06-190,-1369.071686,-2783.502203,15.963213,2.104905,-2.156925,-0.039413,0.007199,-0.007193,2.350679
2020-10-13-16-06-06-200,-1369.050716,-2783.523662,15.962826,2.103719,-2.154423,-0.037188,0.007930,-0.007244,2.350697
2020-10-13-16-06-06-210,-1369.029722,-2783.545147,15.962464,2.103457,-2.153068,-0.033516,0.008054,-0.007248,2.350707
2020-10-13-16-06-06-220,-1369.008744,-2783.566627,15.962113,2.102692,-2.153013,-0.031133,0.007841,-0.007220,2.350703
2020-10-13-16-06-06-230,-1368.987750,-2783.588148,15.961715,2.102673,-2.155493,-0.034559,0.007531,-0.007155,2.350710
2020-10-13-16-06-06-240,-1368.966792,-2783.609639,15.961202,2.102191,-2.156836,-0.043960,0.007785,-0.007150,2.350753
2020-10-13-16-06-06-250,-1368.945812,-2783.631161,15.960742,2.101352,-2.156648,-0.044313,0.008250,-0.007169,2.350781
2020-10-13-16-06-06-259,-1368.924834,-2783.652670,15.960327,2.101161,-2.155402,-0.039319,0.008661,-0.007200,2.350804
2020-10-13-16-06-06-269,-1368.903850,-2783.674181,15.959981,2.102077,-2.155373,-0.031471,0.008720,-0.007177,2.350831
2020-10-13-16-06-06-279,-1368.882903,-2783.695683,15.959604,2.101663,-2.157605,-0.030401,0.008293,-0.007081,2.350883
2020-10-13-16-06-06-289,-1368.861936,-2783.717218,15.959225,2.100226,-2.158037,-0.033276,0.008327,-0.007049,2.350928
2020-10-13-16-06-06-299,-1368.841000,-2783.738740,15.958835,2.098392,-2.158155,-0.035438,0.008695,-0.007078,2.350973
2020-10-13-16-06-06-309,-1368.820056,-2783.760285,15.958519,2.096591,-2.158040,-0.029644,0.009286,-0.007117,2.351001
2020-10-13-16-06-06-319,-1368.799131,-2783.781776,15.958342,2.098213,-2.157283,-0.013095,0.009435,-0.007113,2.351018
2020-10-13-16-06-06-329,-1368.778197,-2783.803303,15.958202,2.097580,-2.157199,-0.006258,0.009201,-0.007042,2.351058
2020-10-13-16-06-06-339,-1368.757259,-2783.824844,15.958037,2.097151,-2.158002,-0.008365,0.008958,-0.006995,2.351096
2020-10-13-16-06-06-349,-1368.736345,-2783.846397,15.957845,2.095767,-2.159998,-0.012842,0.009065,-0.006990,2.351145
2020-10-13-16-06-06-359,-1368.715448,-2783.867933,15.957709,2.095419,-2.160718,-0.006977,0.010081,-0.007089,2.351165
2020-10-13-16-06-06-369,-1368.694527,-2783.889484,15.957703,2.096016,-2.159984,0.005024,0.010393,-0.007094,2.351199
2020-10-13-16-06-06-380,-1368.673612,-2783.911020,15.957776,2.095925,-2.158474,0.014676,0.010216,-0.007074,2.351226
2020-10-13-16-06-06-390,-1368.652698,-2783.932573,15.957854,2.095197,-2.158792,0.016848,0.009762,-0.006963,2.351252
2020-10-13-16-06-06-400,-1368.631807,-2783.954124,15.957778,2.095095,-2.161580,0.003541,0.009859,-0.006974,2.351291
2020-10-13-16-06-06-410,-1368.610894,-2783.975699,15.957771,2.095063,-2.162175,0.001369,0.010393,-0.007022,2.351323
2020-10-13-16-06-06-420,-1368.589975,-2783.997266,15.957811,2.095520,-2.161283,0.005838,0.011003,-0.007062,2.351353
2020-10-13-16-06-06-430,-1368.569054,-2784.018826,15.957936,2.095905,-2.160295,0.014984,0.011146,-0.007115,2.351376
2020-10-13-16-06-06-440,-1368.548173,-2784.040373,15.957989,2.095020,-2.161896,0.012370,0.010415,-0.007018,2.351412
2020-10-13-16-06-06-450,-1368.527254,-2784.061966,15.957997,2.094972,-2.163106,0.004193,0.010336,-0.007049,2.351456
2020-10-13-16-06-06-460,-1368.506349,-2784.083550,15.957933,2.094644,-2.163427,-0.004620,0.010765,-0.007126,2.351489
2020-10-13-16-06-06-470,-1368.485450,-2784.105134,15.957898,2.093457,-2.162797,-0.004317,0.011425,-0.007199,2.351519
2020-10-13-16-06-06-480,-1368.464587,-2784.126667,15.957934,2.092882,-2.161104,0.005354,0.011526,-0.007242,2.351527
2020-10-13-16-06-06-490,-1368.443678,-2784.148248,15.957944,2.093578,-2.160902,0.005419,0.011240,-0.007204,2.351555
2020-10-13-16-06-06-500,-1368.422781,-2784.169820,15.957882,2.094317,-2.161836,-0.001678,0.010988,-0.007195,2.351578
2020-10-13-16-06-06-509,-1368.401876,-2784.191418,15.957737,2.093899,-2.163050,-0.011279,0.011159,-0.007218,2.351600
2020-10-13-16-06-06-519,-1368.381013,-2784.212966,15.957597,2.092742,-2.162200,-0.010714,0.011996,-0.007327,2.351627
2020-10-13-16-06-06-529,-1368.360115,-2784.234537,15.957517,2.093302,-2.160980,-0.005385,0.012327,-0.007331,2.351652
2020-10-13-16-06-06-539,-1368.339200,-2784.256108,15.957478,2.094496,-2.160057,0.000072,0.012284,-0.007309,2.351680
2020-10-13-16-06-06-549,-1368.318307,-2784.277662,15.957447,2.094350,-2.159871,0.002173,0.011945,-0.007254,2.351705
2020-10-13-16-06-06-559,-1368.297425,-2784.299200,15.957272,2.093901,-2.160112,-0.008954,0.011843,-0.007218,2.351725
2020-10-13-16-06-06-569,-1368.276533,-2784.320759,15.957140,2.093356,-2.160262,-0.011654,0.012149,-0.007224,2.351737
2020-10-13-16-06-06-579,-1368.255629,-2784.342318,15.957022,2.093890,-2.159948,-0.010341,0.012517,-0.007209,2.351747
2020-10-13-16-06-06-589,-1368.234692,-2784.363883,15.956950,2.095874,-2.159257,-0.005433,0.012591,-0.007190,2.351771
2020-10-13-16-06-06-599,-1368.213768,-2784.385410,15.956850,2.098095,-2.159051,-0.004407,0.012265,-0.007151,2.351797
2020-10-13-16-06-06-609,-1368.192828,-2784.406962,15.956758,2.098372,-2.159007,-0.005520,0.012148,-0.007146,2.351817
2020-10-13-16-06-06-619,-1368.171894,-2784.428509,15.956644,2.097175,-2.158176,-0.008062,0.012205,-0.007176,2.351842
2020-10-13-16-06-06-630,-1368.150953,-2784.450038,15.956544,2.097419,-2.156577,-0.007711,0.012397,-0.007198,2.351860
2020-10-13-16-06-06-640,-1368.130035,-2784.471526,15.956465,2.097494,-2.155128,-0.003382,0.012432,-0.007283,2.351867
2020-10-13-16-06-06-650,-1368.109087,-2784.493045,15.956420,2.097521,-2.154417,-0.000354,0.012327,-0.007315,2.351885
2020-10-13-16-06-06-660,-1368.088144,-2784.514548,15.956383,2.097915,-2.153634,0.000770,0.012225,-0.007373,2.351909
2020-10-13-16-06-06-670,-1368.067214,-2784.536038,15.956360,2.097273,-2.152826,0.001867,0.012223,-0.007457,2.351921
2020-10-13-16-06-06-680,-1368.046303,-2784.557503,15.956352,2.096843,-2.152449,0.004983,0.012214,-0.007532,2.351935
2020-10-13-16-06-06-690,-1368.025372,-2784.578982,15.956379,2.096972,-2.151855,0.006940,0.012155,-0.007646,2.351940
2020-10-13-16-06-06-700,-1368.004414,-2784.600475,15.956442,2.097946,-2.151429,0.010294,0.012057,-0.007725,2.351960
2020-10-13-16-06-06-710,-1367.983469,-2784.621953,15.956537,2.098638,-2.151654,0.013785,0.011904,-0.007813,2.351983
2020-10-13-16-06-06-720,-1367.962556,-2784.643397,15.956606,2.097218,-2.150562,0.014500,0.011826,-0.007934,2.352001
2020-10-13-16-06-06-730,-1367.941615,-2784.664860,15.956746,2.097150,-2.149402,0.018177,0.011788,-0.008029,2.352014
2020-10-13-16-06-06-740,-1367.920667,-2784.686319,15.956907,2.097484,-2.148403,0.020588,0.011610,-0.008143,2.352030
2020-10-13-16-06-06-750,-1367.899717,-2784.707772,15.957099,2.098107,-2.148109,0.023587,0.011390,-0.008194,2.352052
2020-10-13-16-06-06-759,-1367.878787,-2784.729182,15.957231,2.098835,-2.147708,0.020389,0.011143,-0.008318,2.352066
2020-10-13-16-06-06-769,-1367.857838,-2784.750632,15.957404,2.098167,-2.148166,0.020293,0.011059,-0.008399,2.352089
2020-10-13-16-06-06-779,-1367.836885,-2784.772081,15.957583,2.098139,-2.148049,0.020789,0.011052,-0.008513,2.352114
2020-10-13-16-06-06-789,-1367.815937,-2784.793491,15.957766,2.099812,-2.146866,0.023253,0.010930,-0.008590,2.352145
2020-10-13-16-06-06-799,-1367.794966,-2784.814926,15.957967,2.100584,-2.146478,0.023435,0.010631,-0.008659,2.352174
2020-10-13-16-06-06-809,-1367.774005,-2784.836359,15.958138,2.100181,-2.147016,0.020218,0.010295,-0.008728,2.352198
2020-10-13-16-06-06-819,-1367.753042,-2784.857808,15.958264,2.099327,-2.147886,0.015091,0.010088,-0.008748,2.352235
2020-10-13-16-06-06-829,-1367.732075,-2784.879249,15.958342,2.099694,-2.147767,0.009542,0.010044,-0.008817,2.352268
2020-10-13-16-06-06-839,-1367.711126,-2784.900668,15.958385,2.100235,-2.148161,0.007578,0.010120,-0.008879,2.352292
2020-10-13-16-06-06-849,-1367.690145,-2784.922130,15.958435,2.100820,-2.149118,0.006598,0.009980,-0.008928,2.352315
2020-10-13-16-06-06-859,-1367.669163,-2784.943595,15.958450,2.101738,-2.150326,0.003490,0.009699,-0.008945,2.352337
2020-10-13-16-06-06-869,-1367.648179,-2784.965075,15.958420,2.101860,-2.151462,-0.001054,0.009337,-0.008906,2.352372
2020-10-13-16-06-06-880,-1367.627223,-2784.986541,15.958231,2.100918,-2.152923,-0.014495,0.009086,-0.008944,2.352398
2020-10-13-16-06-06-890,-1367.606253,-2785.008047,15.958027,2.100054,-2.154549,-0.021577,0.009179,-0.008977,2.352432
2020-10-13-16-06-06-900,-1367.585272,-2785.029556,15.957796,2.100868,-2.154863,-0.024370,0.009442,-0.009058,2.352467
2020-10-13-16-06-06-910,-1367.564289,-2785.051061,15.957593,2.101370,-2.154473,-0.021598,0.009530,-0.009110,2.352482
2020-10-13-16-06-06-920,-1367.543361,-2785.072536,15.957381,2.097997,-2.153382,-0.018688,0.008871,-0.009054,2.352513
2020-10-13-16-06-06-930,-1367.522413,-2785.094034,15.957107,2.097259,-2.153079,-0.024882,0.008537,-0.009023,2.352546
2020-10-13-16-06-06-940,-1367.501464,-2785.115544,15.956764,2.097313,-2.153872,-0.032904,0.008481,-0.009007,2.352568
2020-10-13-16-06-06-950,-1367.480510,-2785.137077,15.956431,2.097234,-2.155513,-0.034019,0.008737,-0.009026,2.352582
2020-10-13-16-06-06-960,-1367.459584,-2785.158561,15.956159,2.097678,-2.155147,-0.025182,0.008997,-0.009034,2.352606
2020-10-13-16-06-06-970,-1367.438633,-2785.180083,15.955933,2.097795,-2.155107,-0.018474,0.008811,-0.008950,2.352627
2020-10-13-16-06-06-980,-1367.417675,-2785.201609,15.955706,2.098560,-2.155471,-0.017486,0.008374,-0.008834,2.352654
2020-10-13-16-06-06-990,-1367.396738,-2785.223124,15.955380,2.098511,-2.157177,-0.026302,0.008135,-0.008754,2.352701
2020-10-13-16-06-07-000,-1367.375792,-2785.244662,15.955079,2.098144,-2.157867,-0.029015,0.008320,-0.008718,2.352736
2020-10-13-16-06-07-009,-1367.354832,-2785.266203,15.954809,2.098414,-2.157041,-0.025588,0.008705,-0.008674,2.352764
2020-10-13-16-06-07-019,-1367.333874,-2785.287725,15.954608,2.098466,-2.155024,-0.017852,0.008805,-0.008596,2.352800
2020-10-13-16-06-07-029,-1367.312915,-2785.309259,15.954459,2.098001,-2.154900,-0.010874,0.008464,-0.008425,2.352840
2020-10-13-16-06-07-039,-1367.292000,-2785.330752,15.954237,2.098051,-2.154881,-0.018019,0.007976,-0.008268,2.352866
2020-10-13-16-06-07-049,-1367.271124,-2785.352247,15.954073,2.097030,-2.156287,-0.021472,0.008142,-0.008166,2.352902
2020-10-13-16-06-07-059,-1367.250251,-2785.373731,15.953926,2.097038,-2.156161,-0.020493,0.008612,-0.008081,2.352944
2020-10-13-16-06-07-069,-1367.229371,-2785.395207,15.953862,2.096917,-2.154421,-0.012697,0.008995,-0.008005,2.352987
2020-10-13-16-06-07-079,-1367.208559,-2785.416633,15.953954,2.095808,-2.153281,0.001346,0.008785,-0.007831,2.353045
2020-10-13-16-06-07-089,-1367.187692,-2785.438101,15.954000,2.095578,-2.152845,0.003906,0.008494,-0.007637,2.353099
2020-10-13-16-06-07-099,-1367.166834,-2785.459577,15.954014,2.094699,-2.153670,-0.000033,0.008349,-0.007490,2.353142
